Unnamed: 0,Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,season,team,
7.0,Calgary Flames,70,,36,27,7,30,79,0.564,4097,4101,49.98,3097,3165,49.46,2213,2271,49.35,204,214,48.8,203.68,198.74,50.61,1966,2001,49.56,1192,1229,49.24,173,172,50.14,14.51,86.0,776,730,51.53,576,528,52.17,109,94,53.69,18.92,82.2,1190,1271,48.35,616,701,46.77,64,78,45.07,10.39,88.87,1841,1820,50.29,913,925,49.67,30,32,48.39,3.29,96.54,9.22,90.58,0.998,20192020,CGY,
8.0,Chicago Blackhawks,70,,32,30,8,28,72,0.514,3987,4168,48.89,2953,3153,48.36,2227,2459,47.52,208,214,49.29,199.97,217.43,47.91,1986,2136,48.18,1249,1364,47.8,164,178,47.95,13.13,86.95,804,905,47.05,623,707,46.84,107,121,46.93,17.17,82.89,1182,1231,48.98,626,657,48.79,57,57,50.0,9.11,91.32,1704,1723,49.72,888,975,47.67,37,29,56.06,4.17,97.03,9.34,91.3,1.006,20192020,CHI,
9.0,Colorado Avalanche,70,,42,20,8,41,92,0.657,4157,3980,51.09,3064,2950,50.95,2257,2194,50.71,236,190,55.4,196.22,184.74,51.51,2011,1818,52.52,1211,1111,52.15,181,151,54.52,14.95,86.41,726,732,49.79,555,558,49.87,95,105,47.5,17.12,81.18,1285,1086,54.2,656,553,54.26,86,46,65.15,13.11,91.68,1860,1829,50.42,958,939,50.5,48,34,58.54,5.01,96.38,10.46,91.34,1.018,20192020,COL,
10.0,Dallas Stars,69,,37,24,8,35,82,0.594,3911,4007,49.39,2882,2976,49.2,2115,2177,49.28,178,174,50.57,198.45,185.7,51.66,1965,1867,51.28,1181,1091,51.98,144,133,51.99,12.19,87.81,830,728,53.27,618,543,53.23,101,91,52.6,16.34,83.24,1135,1139,49.91,563,548,50.68,43,42,50.59,7.64,92.34,1585,1789,46.98,799,970,45.17,28,35,44.44,3.5,96.39,8.42,92.01,1.004,20192020,DAL,
11.0,Detroit Red Wings,71,,17,49,5,14,39,0.275,3426,4056,45.79,2648,3151,45.66,1924,2330,45.23,142,265,34.89,164.43,220.79,42.68,1607,2008,44.45,980,1237,44.2,114,214,34.76,11.63,82.7,632,854,42.53,494,641,43.52,75,152,33.04,15.18,76.29,975,1154,45.8,486,596,44.92,39,62,38.61,8.02,89.6,1546,1810,46.07,807,995,44.78,24,44,35.29,2.97,95.58,7.38,88.63,0.96,20192020,DET,
12.0,Edmonton Oilers,71,,37,25,9,35,83,0.585,3767,4183,47.38,2859,3119,47.83,2100,2274,48.01,223,215,50.91,197.35,206.01,48.93,1880,2022,48.18,1125,1216,48.06,189,180,51.22,16.8,85.2,787,780,50.22,580,604,48.99,122,113,51.91,21.03,81.29,1093,1242,46.81,545,612,47.1,67,67,50.0,12.29,89.05,1618,1869,46.4,858,924,48.15,30,31,49.18,3.5,96.65,10.62,90.55,1.012,20192020,EDM,
13.0,Florida Panthers,69,,35,26,8,32,78,0.565,3956,3962,49.96,3005,2984,50.18,2254,2227,50.3,228,224,50.44,190.04,200.97,48.6,1813,1845,49.56,1177,1201,49.5,177,172,50.72,15.04,85.68,703,796,46.9,548,628,46.6,111,100,52.61,20.26,84.08,1110,1049,51.41,629,573,52.33,66,72,47.83,10.49,87.43,1847,1793,50.74,966,884,52.22,44,43,50.57,4.55,95.14,10.12,89.94,1.001,20192020,FLA,
14.0,Los Angeles Kings,70,,29,35,6,28,64,0.457,4272,3792,52.98,3258,2931,52.64,2325,2079,52.79,177,209,45.85,202.44,196.56,50.74,1852,1842,50.14,1132,1102,50.67,141,168,45.63,12.46,84.75,785,742,51.41,573,531,51.9,97,110,46.86,16.93,79.28,1067,1100,49.24,559,571,49.47,44,58,43.14,7.87,89.84,2030,1667,54.91,1058,865,55.02,29,35,45.31,2.74,95.95,7.61,89.95,0.976,20192020,LAK,
15.0,Minnesota Wild,69,,35,27,7,33,77,0.558,3797,3876,49.49,2862,2908,49.6,2077,2115,49.55,218,217,50.11,175.8,165.81,51.46,1679,1602,51.17,1022,979,51.07,175,172,50.43,17.12,82.43,735,596,55.22,557,431,56.38,118,107,52.44,21.18,75.17,944,1006,48.41,465,548,45.9,57,65,46.72,12.26,88.14,1796,1911,48.45,939,1018,47.98,38,35,52.05,4.05,96.56,10.5,89.74,1.002,20192020,MIN,
16.0,Montreal Canadiens,71,,31,31,9,27,71,0.5,4455,3915,53.23,3304,2990,52.49,2423,2208,52.32,208,220,48.6,205.46,190.54,51.88,2064,1816,53.2,1245,1111,52.84,171,173,49.71,13.73,84.43,861,774,52.66,650,590,52.42,114,115,49.78,17.54,80.51,1203,1042,53.59,595,521,53.32,57,58,49.57,9.58,88.87,2037,1765,53.58,1043,955,52.2,33,41,44.59,3.16,95.71,8.58,90.04,0.986,20192020,MTL,
17.0,New Jersey Devils,69,,28,29,12,24,68,0.493,3719,4134,47.36,2893,3101,48.26,2118,2257,48.41,185,224,45.23,190.4,194.81,49.43,1758,2028,46.43,1133,1227,48.01,146,177,45.2,12.89,85.57,747,724,50.78,566,551,50.67,101,107,48.56,17.84,80.58,1011,1304,43.67,567,676,45.62,45,70,39.13,7.94,89.64,1707,1821,48.38,877,920,48.8,35,42,45.45,3.99,95.43,8.73,90.08,0.988,20192020,NJD,
18.0,Nashville Predators,69,,35,26,8,32,78,0.565,4174,4004,51.04,3186,2984,51.64,2287,2158,51.45,212,214,49.77,202.07,189.33,51.63,1898,1882,50.21,1134,1145,49.76,176,173,50.43,15.52,84.89,729,765,48.8,562,577,49.34,121,115,51.27,21.53,80.07,1169,1117,51.14,572,568,50.18,55,58,48.67,9.62,89.79,1970,1811,52.1,1040,894,53.77,30,33,47.62,2.88,96.31,9.27,90.08,0.994,20192020,NSH,
19.0,New York Islanders,68,,35,23,10,32,80,0.588,3677,4171,46.85,2712,3018,47.33,2016,2124,48.7,189,190,49.87,182.98,187.89,49.34,1883,2037,48.04,1142,1160,49.61,157,150,51.14,13.75,87.07,853,819,51.02,667,592,52.98,120,108,52.63,17.99,81.76,1030,1218,45.82,475,568,45.54,37,42,46.84,7.79,92.61,1518,1805,45.68,780,844,48.03,29,35,45.31,3.72,95.85,9.38,91.05,1.004,20192020,NYI,
20.0,New York Rangers,70,,37,28,5,36,79,0.564,3830,4402,46.53,2960,3352,46.89,2175,2382,47.73,233,220,51.43,200.25,234.82,46.03,1905,2113,47.41,1156,1267,47.71,195,184,51.45,16.87,85.48,843,928,47.6,624,678,47.93,136,115,54.18,21.79,83.04,1062,1185,47.26,532,589,47.46,59,69,46.09,11.09,88.29,1637,1960,45.51,878,996,46.85,31,33,48.44,3.53,96.69,10.71,90.76,1.015,20192020,NYR,
21.0,Ottawa Senators,71,,25,34,12,24,62,0.437,4076,4356,48.34,3086,3286,48.43,2175,2384,47.71,190,238,44.39,206.11,214.17,49.04,2009,2073,49.22,1155,1230,48.43,160,198,44.69,13.85,83.9,898,838,51.73,650,619,51.22,120,130,48.0,18.46,79.0,1111,1235,47.36,505,611,45.25,40,68,37.04,7.92,88.87,1726,1934,47.16,879,1030,46.05,27,36,42.86,3.07,96.5,8.74,90.02,0.988,20192020,OTT,
22.0,Philadelphia Flyers,69,,41,21,7,36,89,0.645,3838,3553,51.93,2918,2710,51.85,2167,1977,52.29,227,191,54.31,188.75,179.62,51.24,1776,1698,51.12,1115,1042,51.69,178,149,54.43,15.96,85.7,769,727,51.4,585,546,51.72,121,100,54.75,20.68,81.68,1007,971,50.91,530,496,51.66,57,49,53.77,10.75,90.12,1728,1554,52.65,907,800,53.13,42,38,52.5,4.63,95.25,10.48,90.34,1.008,20192020,PHI,
23.0,Pittsburgh Penguins,69,,40,23,6,37,86,0.623,3862,3645,51.45,2945,2753,51.68,2205,2051,51.81,221,196,53.0,201.9,176.1,53.41,1885,1692,52.7,1210,1098,52.43,185,164,53.01,15.29,85.06,779,682,53.32,611,549,52.67,128,107,54.47,20.95,80.51,1106,1010,52.27,599,549,52.18,57,57,50.0,9.52,89.62,1682,1634,50.72,867,829,51.12,30,25,54.55,3.46,96.98,10.02,90.44,1.005,20192020,PIT,
24.0,San Jose Sharks,70,,29,36,5,27,63,0.45,3900,3866,50.22,2888,2930,49.64,2102,2141,49.54,180,225,44.44,196.8,205.98,48.86,1890,1970,48.96,1146,1239,48.05,148,185,44.44,12.91,85.07,810,841,49.06,616,640,49.04,92,118,43.81,14.94,81.56,1080,1129,48.89,530,599,46.94,56,67,45.53,10.57,88.81,1711,1561,52.29,854,753,53.14,30,31,49.18,3.51,95.88,8.56,89.49,0.981,20192020,SJS,
25.0,St Louis Blues,71,,42,19,10,40,94,0.662,3784,3705,50.53,2896,2861,50.3,2180,2103,50.9,223,190,54.0,190.2,196.11,49.24,1896,1840,50.75,1183,1173,50.21,171,131,56.62,14.45,88.83,699,768,47.65,542,587,48.01,98,79,55.37,18.08,86.54,1197,1072,52.75,641,586,52.24,73,52,58.4,11.39,91.13,1641,1597,50.68,888,822,51.93,46,55,45.54,5.18,93.31,10.23,90.97,1.012,20192020,STL,
26.0,Tampa Bay Lightning,70,,43,21,6,41,92,0.657,4006,3811,51.25,3032,2914,50.99,2176,2165,50.13,243,194,55.61,202.94,185.0,52.31,2051,1841,52.7,1279,1182,51.97,204,157,56.51,15.95,86.72,756,703,51.82,573,550,51.02,123,98,55.66,21.47,82.18,1295,1138,53.23,706,632,52.77,81,59,57.86,11.47,90.66,1684,1717,49.51,796,867,47.87,36,35,50.7,4.52,95.96,11.17,91.04,1.022,20192020,TBL,
27.0,Toronto Maple Leafs,70,,36,25,9,35,81,0.579,4260,4000,51.57,3224,3097,51.0,2302,2234,50.75,237,222,51.63,207.85,195.51,51.53,2149,1937,52.59,1295,1174,52.45,193,186,50.92,14.9,84.16,830,792,51.17,620,596,50.99,132,122,51.97,21.29,79.53,1319,1145,53.53,675,578,53.87,61,64,48.8,9.04,88.93,1855,1796,50.81,922,956,49.09,40,33,54.79,4.34,96.55,10.3,90.06,1.004,20192020,TOR,
28.0,Vancouver Canucks,69,,36,27,6,32,78,0.565,3945,4152,48.72,2985,3064,49.35,2153,2297,48.38,224,214,51.14,190.6,212.83,47.25,1877,2106,47.13,1112,1277,46.55,182,173,51.27,16.37,86.45,743,791,48.44,550,615,47.21,114,113,50.22,20.73,81.63,1134,1315,46.3,562,662,45.92,68,60,53.13,12.1,90.94,1764,1756,50.11,916,911,50.14,34,37,47.89,3.71,95.94,10.4,90.68,1.011,20192020,VAN,
29.0,Vegas Golden Knights,71,,39,24,8,36,86,0.606,4451,3802,53.93,3381,2847,54.29,2452,2083,54.07,224,209,51.73,224.15,190.66,54.04,2249,1821,55.26,1424,1112,56.15,190,165,53.52,13.34,85.16,911,765,54.36,687,575,54.44,116,113,50.66,16.89,80.35,1338,1056,55.89,737,537,57.85,74,52,58.73,10.04,90.32,1863,1683,52.54,892,868,50.68,29,42,40.85,3.25,95.16,9.14,89.97,0.991,20192020,VGK,
30.0,Winnipeg Jets,71,,37,28,6,34,80,0.563,4013,4085,49.56,3052,3211,48.73,2222,2315,48.98,213,201,51.45,189.0,214.4,46.85,1860,2005,48.12,1128,1232,47.8,173,167,50.88,15.34,86.44,699,919,43.2,518,680,43.24,107,130,45.15,20.66,80.88,1161,1086,51.67,610,552,52.5,66,37,64.08,10.82,93.3,1903,1792,51.5,992,969,50.59,35,29,54.69,3.53,97.01,9.59,91.32,1.009,20192020,WPG,
31.0,Washington Capitals,69,,41,20,8,37,90,0.652,4053,3795,51.64,3090,2844,52.07,2208,2084,51.44,236,212,52.68,209.78,194.14,51.94,1929,1822,51.43,1153,1110,50.95,183,182,50.14,15.87,83.6,798,769,50.93,572,569,50.13,129,125,50.79,22.55,78.03,1131,1053,51.79,581,541,51.78,54,57,48.65,9.29,89.46,1760,1608,52.26,905,835,52.01,43,26,62.32,4.75,96.89,10.69,89.83,1.005,20192020,WSH,
1.0,Pittsburgh Penguins,56,,37,16,3,34,77,0.688,2908,2886,50.19,2238,2222,50.18,1685,1680,50.07,193,155,55.46,149.95,145.15,50.81,1446,1355,51.62,918,885,50.92,164,127,56.36,17.86,85.65,580,602,49.07,471,489,49.06,113,89,55.94,23.99,81.8,866,753,53.49,447,396,53.02,51,38,57.3,11.41,90.4,1268,1338,48.66,685,714,48.96,21,25,45.65,3.07,96.5,11.45,90.77,1.022,20202021,PIT,
2.0,Philadelphia Flyers,56,,25,23,8,22,58,0.518,3133,2877,52.13,2357,2208,51.63,1692,1636,50.84,160,197,44.82,144.6,142.3,50.4,1416,1368,50.86,837,843,49.82,137,157,46.6,16.37,81.38,563,582,49.17,448,459,49.39,92,107,46.23,20.54,76.69,853,786,52.04,389,384,50.32,45,50,47.37,11.57,86.98,1490,1322,52.99,750,716,51.16,18,35,33.96,2.4,95.11,9.46,87.96,0.974,20202021,PHI,
3.0,Chicago Blackhawks,56,,24,25,7,22,55,0.491,2839,3241,46.69,2084,2465,45.81,1635,1888,46.41,159,184,46.36,138.14,169.02,44.97,1427,1678,45.96,927,1070,46.42,136,151,47.39,14.67,85.89,548,690,44.26,443,556,44.34,86,107,44.56,19.41,80.76,879,988,47.08,484,514,48.5,50,44,53.19,10.33,91.44,1206,1358,47.04,637,738,46.33,18,29,38.3,2.83,96.07,9.72,90.25,1.0,20202021,CHI,
4.0,Tampa Bay Lightning,56,,36,17,3,35,75,0.67,2973,2747,51.98,2297,2102,52.22,1692,1583,51.66,180,145,55.38,157.21,134.66,53.86,1523,1446,51.3,972,902,51.87,147,118,55.47,15.12,86.92,575,543,51.43,470,431,52.16,100,71,58.48,21.28,83.53,948,903,51.22,502,471,51.59,47,47,50.0,9.36,90.02,1278,1133,53.01,662,609,52.08,27,22,55.1,4.08,96.39,10.64,90.84,1.015,20202021,TBL,
5.0,Montreal Canadiens,56,,24,21,11,23,59,0.527,3265,2879,53.14,2399,2195,52.22,1746,1580,52.5,158,165,48.92,145.02,145.26,49.96,1571,1419,52.54,898,848,51.43,129,138,48.31,14.37,83.73,580,584,49.83,427,433,49.65,88,88,50.0,20.61,79.68,991,835,54.27,471,415,53.16,41,50,45.05,8.7,87.95,1480,1236,54.49,775,640,54.77,26,23,53.06,3.35,96.41,9.05,89.56,0.986,20202021,MTL,
6.0,Toronto Maple Leafs,56,,35,14,7,34,77,0.688,3124,2897,51.89,2411,2189,52.41,1751,1559,52.9,186,148,55.69,173.77,136.32,56.04,1811,1453,55.48,1118,819,57.72,159,122,56.58,14.22,85.1,735,528,58.19,556,387,58.96,102,81,55.74,18.35,79.07,1076,925,53.77,562,432,56.54,57,41,58.16,10.14,90.51,1150,1250,47.92,573,663,46.36,26,23,53.06,4.54,96.53,10.62,90.51,1.011,20202021,TOR,
7.0,Vancouver Canucks,56,,23,29,4,20,50,0.446,2965,3370,46.8,2238,2565,46.6,1629,1870,46.56,148,187,44.18,141.53,181.16,43.86,1421,1811,43.97,819,1091,42.88,123,156,44.09,15.02,85.7,537,682,44.05,380,504,42.99,71,103,40.8,18.68,79.56,884,1129,43.91,439,587,42.79,52,53,49.52,11.85,90.97,1305,1358,49.0,700,707,49.75,21,24,46.67,3.0,96.61,9.09,90.0,0.991,20202021,VAN,
8.0,Edmonton Oilers,56,,35,19,2,35,72,0.643,3025,3132,49.13,2284,2331,49.49,1676,1717,49.4,183,154,54.3,159.72,145.88,52.27,1512,1559,49.23,929,937,49.79,152,128,54.29,16.36,86.34,624,589,51.44,473,429,52.44,83,73,53.21,17.55,82.98,888,970,47.79,456,508,47.3,69,55,55.65,15.13,89.17,1292,1359,48.74,663,691,48.97,22,24,47.83,3.32,96.53,10.92,91.03,1.019,20202021,EDM,
9.0,St Louis Blues,56,,27,20,9,25,63,0.563,2885,3085,48.32,2145,2325,47.99,1622,1670,49.27,167,167,50.0,132.44,158.7,45.49,1367,1464,48.29,846,883,48.93,135,137,49.63,15.96,84.48,475,625,43.18,359,432,45.39,80,87,47.9,22.28,79.86,892,839,51.53,487,451,51.92,55,50,52.38,11.29,88.91,1289,1390,48.11,695,718,49.19,29,27,51.79,4.17,96.24,10.3,90.0,1.003,20202021,STL,
10.0,Colorado Avalanche,56,,39,13,4,39,82,0.732,3613,2635,57.83,2657,1958,57.57,1937,1423,57.65,197,132,59.88,178.79,120.84,59.67,1790,1197,59.93,1079,729,59.68,163,106,60.59,15.11,85.46,702,481,59.34,512,369,58.12,93,55,62.84,18.16,85.09,1088,716,60.31,567,360,61.17,70,51,57.85,12.35,85.83,1608,1220,56.86,792,613,56.37,30,22,57.69,3.79,96.41,10.17,90.72,1.009,20202021,COL,
11.0,Washington Capitals,56,,36,15,5,33,77,0.688,3005,2958,50.39,2301,2275,50.28,1647,1612,50.54,188,161,53.87,147.53,142.15,50.93,1382,1335,50.86,837,802,51.07,142,128,52.59,16.97,84.04,548,550,49.91,420,400,51.22,91,85,51.7,21.67,78.75,834,785,51.51,417,402,50.92,51,43,54.26,12.23,89.3,1419,1379,50.71,738,709,51.0,40,27,59.7,5.42,96.19,11.41,90.01,1.014,20202021,WSH,
12.0,Buffalo Sabres,56,,15,34,7,11,37,0.33,2772,3199,46.42,2184,2559,46.05,1592,1889,45.73,134,196,40.61,134.55,163.01,45.22,1272,1507,45.77,774,940,45.16,100,148,40.32,12.92,84.26,566,627,47.44,418,478,46.65,63,93,40.38,15.07,80.54,706,880,44.51,356,462,43.52,37,55,40.22,10.39,88.1,1327,1508,46.81,743,859,46.38,29,40,42.03,3.9,95.34,8.42,89.62,0.98,20202021,BUF,
13.0,Boston Bruins,56,,33,16,7,29,73,0.652,3224,2785,53.65,2543,2127,54.45,1866,1516,55.17,164,134,55.03,146.75,125.74,53.86,1473,1345,52.27,947,793,54.43,127,109,53.81,13.41,86.25,540,512,51.33,421,395,51.59,79,71,52.67,18.76,82.03,933,833,52.83,526,398,56.93,48,38,55.81,9.13,90.45,1552,1268,55.04,810,628,56.33,33,23,58.93,4.07,96.34,8.79,91.16,0.999,20202021,BOS,
14.0,New Jersey Devils,56,,19,30,7,19,45,0.402,2989,2964,50.21,2263,2349,49.07,1613,1739,48.12,145,189,43.41,141.34,158.96,47.07,1421,1467,49.2,851,963,46.91,117,154,43.17,13.75,84.01,530,591,47.28,392,480,44.95,71,103,40.8,18.11,78.54,891,876,50.42,459,483,48.73,46,51,47.42,10.02,89.44,1415,1354,51.1,708,724,49.44,26,28,48.15,3.67,96.13,8.99,89.13,0.981,20202021,NJD,
15.0,New York Islanders,56,,32,17,7,28,71,0.634,2876,3021,48.77,2193,2224,49.65,1624,1590,50.53,152,125,54.87,147.41,135.23,52.15,1498,1461,50.63,949,842,52.99,130,100,56.52,13.7,88.12,649,507,56.14,512,378,57.53,95,67,58.64,18.55,82.28,849,954,47.09,437,464,48.5,35,33,51.47,8.01,92.89,1205,1371,46.78,610,683,47.18,21,22,48.84,3.44,96.78,9.36,92.14,1.015,20202021,NYI,
16.0,New York Rangers,56,,27,23,6,26,60,0.536,2883,3100,48.19,2220,2335,48.74,1608,1665,49.13,176,155,53.17,149.02,148.62,50.07,1404,1474,48.78,831,876,48.68,134,128,51.15,16.13,85.39,591,596,49.79,434,437,49.83,88,77,53.33,20.28,82.38,813,878,48.08,397,439,47.49,46,51,47.42,11.59,88.38,1279,1415,47.48,686,697,49.6,35,23,60.34,5.1,96.7,10.95,90.69,1.016,20202021,NYR,
17.0,Dallas Stars,56,,23,19,14,21,60,0.536,3122,2880,52.02,2332,2159,51.93,1700,1518,52.83,156,148,51.32,143.96,133.63,51.86,1500,1307,53.44,905,792,53.33,139,115,54.72,15.36,85.48,613,512,54.49,450,383,54.02,100,81,55.25,22.22,78.85,887,795,52.73,455,409,52.66,39,34,53.42,8.57,91.69,1394,1307,51.61,696,632,52.41,15,30,33.33,2.16,95.25,9.18,90.25,0.994,20202021,DAL,
18.0,Florida Panthers,56,,37,14,5,36,79,0.705,3262,2841,53.45,2557,2224,53.48,1955,1683,53.74,188,151,55.46,171.65,141.85,54.75,1542,1318,53.92,1045,871,54.54,151,122,55.31,14.45,85.99,621,521,54.38,515,417,55.26,100,85,54.05,19.42,79.62,921,797,53.61,530,454,53.86,51,37,57.95,9.62,91.85,1512,1322,53.35,818,722,53.12,32,25,56.14,3.91,96.54,9.62,91.03,1.006,20202021,FLA,
19.0,Carolina Hurricanes,56,,36,12,8,32,80,0.714,3315,2832,53.93,2503,2174,53.52,1794,1581,53.16,175,134,56.63,175.36,145.23,54.7,1641,1391,54.12,978,875,52.78,139,113,55.16,14.21,87.09,707,596,54.26,516,450,53.42,98,79,55.37,18.99,82.44,934,795,54.02,462,425,52.09,41,34,54.67,8.87,92.0,1438,1225,54.0,730,632,53.6,28,18,60.87,3.84,97.15,9.75,91.52,1.013,20202021,CAR,
20.0,Detroit Red Wings,56,,19,27,10,17,48,0.429,2655,3142,45.8,2033,2422,45.63,1528,1786,46.11,125,168,42.66,131.21,149.58,46.73,1231,1481,45.39,762,926,45.14,99,139,41.6,12.99,84.99,480,589,44.9,387,451,46.18,64,92,41.03,16.54,79.6,751,892,45.71,375,475,44.12,35,47,42.68,9.33,90.11,1197,1444,45.32,659,783,45.7,22,22,50.0,3.34,97.19,8.18,90.59,0.988,20202021,DET,
21.0,Columbus Blue Jackets,56,,18,26,12,15,48,0.429,2785,3237,46.25,2159,2448,46.86,1625,1815,47.24,134,184,42.14,122.23,153.37,44.35,1239,1483,45.52,800,937,46.06,99,151,39.6,12.38,83.88,473,585,44.71,356,459,43.68,64,99,39.26,17.98,78.43,766,898,46.03,444,478,48.16,35,52,40.23,7.88,89.12,1325,1542,46.22,750,790,48.7,33,28,54.1,4.4,96.46,8.25,89.86,0.981,20202021,CBJ,
22.0,Nashville Predators,56,,31,23,2,26,64,0.571,3012,3043,49.74,2336,2307,50.31,1679,1754,48.91,151,154,49.51,137.49,149.91,47.84,1409,1408,50.02,883,899,49.55,121,122,49.79,13.7,86.43,570,551,50.85,444,434,50.57,81,79,50.63,18.24,81.8,839,857,49.47,439,465,48.56,40,43,48.19,9.11,90.75,1421,1440,49.67,733,779,48.48,26,27,49.06,3.55,96.53,8.99,91.22,1.002,20202021,NSH,
23.0,Calgary Flames,56,,26,27,3,25,55,0.491,3144,2853,52.43,2396,2176,52.41,1689,1577,51.71,155,160,49.21,154.06,138.04,52.74,1508,1399,51.87,929,859,51.96,127,134,48.66,13.67,84.4,589,525,52.87,437,401,52.15,71,81,46.71,16.25,79.8,919,874,51.25,492,458,51.79,56,53,51.38,11.38,88.43,1420,1252,53.14,682,629,52.02,24,20,54.55,3.52,96.82,9.18,89.85,0.99,20202021,CGY,
24.0,Winnipeg Jets,56,,30,23,3,30,63,0.563,2987,3130,48.83,2246,2363,48.73,1661,1713,49.23,170,152,52.8,146.18,164.44,47.06,1520,1590,48.87,882,961,47.86,147,132,52.69,16.67,86.26,547,689,44.26,408,504,44.74,94,87,51.93,23.04,82.74,973,901,51.92,474,457,50.91,53,45,54.08,11.18,90.15,1280,1332,49.0,692,664,51.03,18,15,54.55,2.6,97.74,10.23,91.13,1.014,20202021,WPG,
25.0,San Jose Sharks,56,,21,28,7,16,49,0.438,3041,3292,48.02,2316,2480,48.29,1682,1791,48.43,146,196,42.69,158.61,162.6,49.38,1551,1579,49.55,962,959,50.08,120,158,43.17,12.47,83.52,654,663,49.66,502,472,51.54,82,105,43.85,16.33,77.75,897,916,49.48,460,487,48.57,38,53,41.76,8.26,89.12,1266,1485,46.02,634,745,45.98,22,34,39.29,3.47,95.44,8.68,89.06,0.977,20202021,SJS,
26.0,Arizona Coyotes,56,,24,26,6,21,54,0.482,2923,3126,48.32,2186,2366,48.02,1538,1707,47.4,150,174,46.3,141.51,160.64,46.83,1344,1559,46.3,803,939,46.1,123,143,46.24,15.32,84.77,571,630,47.54,398,459,46.44,67,90,42.68,16.83,80.39,773,929,45.42,405,480,45.76,56,53,51.38,13.83,88.96,1378,1377,50.02,664,688,49.11,25,22,53.19,3.77,96.8,9.75,89.81,0.996,20202021,ARI,
27.0,Anaheim Ducks,56,,17,30,9,15,43,0.384,2910,3099,48.43,2157,2363,47.72,1500,1713,46.69,124,177,41.2,132.25,160.3,45.2,1362,1579,46.31,803,1000,44.54,105,152,40.86,13.08,84.8,545,673,44.75,394,502,43.97,69,105,39.66,17.51,79.08,817,906,47.42,409,498,45.09,36,47,43.37,8.8,90.56,1296,1334,49.28,591,654,47.47,18,20,47.37,3.05,96.94,8.27,89.67,0.979,20202021,ANA,
28.0,Vegas Golden Knights,56,,40,14,2,39,82,0.732,3473,2959,54.0,2557,2116,54.72,1829,1528,54.48,190,122,60.9,177.72,141.59,55.66,1743,1455,54.5,1027,842,54.95,154,104,59.69,15.0,87.65,690,574,54.59,499,429,53.77,99,69,58.93,19.84,83.92,1053,881,54.45,528,413,56.11,55,35,61.11,10.42,91.53,1483,1263,54.01,723,592,54.98,31,17,64.58,4.29,97.13,10.39,92.02,1.024,20202021,VGK,
29.0,Minnesota Wild,56,,35,16,5,34,75,0.67,2837,3210,46.92,2200,2385,47.98,1587,1705,48.21,180,159,53.1,141.92,137.3,50.83,1310,1359,49.08,840,841,49.97,151,129,53.93,17.98,84.66,569,482,54.14,433,372,53.79,91,72,55.83,21.02,80.65,741,877,45.8,407,469,46.46,60,57,51.28,14.74,87.85,1320,1575,45.6,678,791,46.15,22,28,44.0,3.24,96.46,11.34,90.67,1.02,20202021,MIN,
30.0,Los Angeles Kings,56,,21,28,7,20,49,0.438,2891,3167,47.72,2196,2421,47.56,1588,1746,47.63,142,169,45.66,144.19,165.45,46.57,1345,1620,45.36,804,971,45.3,118,140,45.74,14.68,85.58,572,650,46.81,411,473,46.49,88,86,50.57,21.41,81.82,773,970,44.35,393,498,44.11,30,54,35.71,7.63,89.16,1324,1320,50.08,699,675,50.87,16,23,41.03,2.29,96.59,8.94,90.32,0.993,20202021,LAK,
31.0,Ottawa Senators,56,,23,28,5,21,51,0.455,3036,3285,48.03,2323,2478,48.39,1663,1799,48.04,155,189,45.06,149.28,158.45,48.51,1497,1609,48.2,885,945,48.36,129,156,45.26,14.58,83.49,612,627,49.39,439,462,48.72,90,86,51.14,20.5,81.39,885,982,47.4,446,483,48.01,39,70,35.78,8.74,85.51,1308,1448,47.46,679,770,46.86,20,28,41.67,2.95,96.36,9.32,89.49,0.988,20202021,OTT,
1.0,Anaheim Ducks,82,,31,37,14,27,76,0.463,4399,4893,47.34,3326,3771,46.86,2395,2722,46.8,228,266,46.15,217.19,256.93,45.81,2164,2463,46.77,1302,1520,46.14,180,205,46.75,13.82,86.51,872,1003,46.51,669,733,47.72,127,132,49.03,18.98,81.99,1292,1460,46.95,633,787,44.58,53,73,42.06,8.37,90.72,1954,2159,47.51,941,1072,46.75,41,54,43.16,4.36,94.96,9.52,90.23,0.997,20212022,ANA,
